order_item_id,order_id,product_id,quantity,unit_price
ITEM00566,ORD0326,PROD002,1,1200.0
ITEM00567,ORD0327,PROD007,16,120.0
ITEM00568,ORD0327,PROD005,12,1500.0
ITEM00569,ORD0328,PROD015,3,4000.0
ITEM00570,ORD0328,PROD012,1,1200.0
ITEM00571,ORD0328,PROD009,1,3500.0
ITEM00572,ORD0329,PROD011,6,6000.0
ITEM00573,ORD0329,PROD013,2,600.0
ITEM00574,ORD0329,PROD002,7,1200.0
ITEM00575,ORD0329,PROD007,5,120.0
ITEM00576,ORD0330,PROD012,2,1200.0
ITEM00577,ORD0331,PROD002,5,1200.0
ITEM00578,ORD0331,PROD014,8,300.0
ITEM00579,ORD0332,PROD005,3,1500.0
ITEM00580,ORD0333,PROD004,2,450.0
ITEM00581,ORD0333,PROD012,5,1200.0
ITEM00582,ORD0333,PROD013,5,600.0
ITEM00583,ORD0334,PROD003,6,800.0
ITEM00584,ORD0334,PROD005,6,1500.0
ITEM00585,ORD0335,PROD005,13,1112.14
ITEM00586,ORD0336,PROD011,2,6000.0
ITEM00587,ORD0336,PROD003,3,800.0
ITEM00588,ORD0337,PROD002,1,917.91
ITEM00589,ORD0337,PROD004,1,450.0
ITEM00590,ORD0338,PROD010,2,2500.0
ITEM00591,ORD0338,PROD014,3,300.0
ITEM00592,ORD0339,PROD008,1,2200.0
ITEM00593,ORD0339,PROD009,2,3500.0
ITEM00594,ORD0340,PROD008,3,2200.0
ITEM00595,ORD0341,PROD003,2,800.0
ITEM00596,ORD0341,PROD011,1,6000.0
ITEM00597,ORD0342,PROD002,5,1200.0
ITEM00598,ORD0342,PROD011,4,6000.0
ITEM00599,ORD0343,PROD009,4,3500.0
ITEM00600,ORD0343,PROD006,4,8500.0
ITEM00601,ORD0344,PROD003,3,800.0
ITEM00602,ORD0345,PROD010,5,2500.0
ITEM00603,ORD0345,PROD007,2,120.0
ITEM00604,ORD0346,PROD012,5,1200.0
ITEM00605,ORD0347,PROD009,3,3500.0
ITEM00606,ORD0348,PROD002,11,1200.0
ITEM00607,ORD0348,PROD015,8,4000.0
ITEM00608,ORD0348,PROD007,10,120.0
ITEM00609,ORD0349,PROD012,3,1200.0
ITEM00610,ORD0349,PROD007,1,120.0
ITEM00611,ORD0350,PROD006,2,8500.0
ITEM00612,ORD0350,PROD013,3,600.0
ITEM00613,ORD0351,PROD013,3,600.0
ITEM00614,ORD0351,PROD011,1,6000.0
ITEM00615,ORD0351,PROD006,2,8500.0
ITEM00616,ORD0351,PROD009,2,3500.0
ITEM00617,ORD0352,PROD015,10,4000.0
ITEM00618,ORD0353,PROD014,2,300.0
ITEM00619,ORD0354,PROD011,5,6000.0
ITEM00620,ORD0354,PROD002,5,1200.0
ITEM00621,ORD0355,PROD011,2,6000.0
ITEM00622,ORD0356,PROD010,6,2500.0
ITEM00623,ORD0357,PROD012,1,1200.0
ITEM00624,ORD0357,PROD007,1,120.0
ITEM00625,ORD0358,PROD011,16,4921.61
ITEM00626,ORD0358,PROD002,17,1200.0
ITEM00627,ORD0359,PROD014,2,300.0
ITEM00628,ORD0359,PROD003,1,800.0
ITEM00629,ORD0359,PROD008,3,2200.0
ITEM00630,ORD0360,PROD005,1,1500.0
ITEM00631,ORD0361,PROD008,5,2200.0
ITEM00632,ORD0362,PROD004,10,450.0
ITEM00633,ORD0362,PROD013,8,600.0
ITEM00634,ORD0363,PROD014,19,300.0
ITEM00635,ORD0363,PROD003,7,565.17
ITEM00636,ORD0363,PROD004,18,450.0
ITEM00637,ORD0364,PROD014,13,300.0
ITEM00638,ORD0364,PROD007,8,120.0
ITEM00639,ORD0364,PROD002,5,1200.0
ITEM00640,ORD0364,PROD015,6,4000.0
ITEM00641,ORD0365,PROD014,3,300.0
ITEM00642,ORD0366,PROD012,6,1200.0
ITEM00643,ORD0367,PROD013,2,600.0
ITEM00644,ORD0368,PROD013,1,600.0
ITEM00645,ORD0368,PROD014,2,300.0
ITEM00646,ORD0368,PROD010,2,2500.0
ITEM00647,ORD0369,PROD008,1,2200.0
ITEM00648,ORD0370,PROD012,1,1200.0
ITEM00649,ORD0371,PROD013,2,600.0
ITEM00650,ORD0371,PROD004,3,450.0
ITEM00651,ORD0372,PROD012,3,1200.0
ITEM00652,ORD0372,PROD005,1,1500.0
ITEM00653,ORD0373,PROD005,1,1500.0
ITEM00654,ORD0374,PROD006,7,8500.0
ITEM00655,ORD0375,PROD003,2,800.0
ITEM00656,ORD0375,PROD010,2,2500.0
ITEM00657,ORD0375,PROD011,1,6000.0
ITEM00658,ORD0376,PROD003,2,800.0
ITEM00659,ORD0376,PROD010,2,2500.0
ITEM00660,ORD0377,PROD004,14,450.0
ITEM00661,ORD0378,PROD006,3,8500.0
ITEM00662,ORD0379,PROD009,6,3500.0
ITEM00663,ORD0379,PROD007,4,120.0
ITEM00664,ORD0379,PROD008,6,2200.0
ITEM00665,ORD0380,PROD006,2,8500.0
ITEM00666,ORD0381,PROD003,20,800.0
ITEM00667,ORD0382,PROD001,4,5000.0
ITEM00668,ORD0382,PROD011,3,6000.0
ITEM00669,ORD0382,PROD002,4,1200.0
ITEM00670,ORD0383,PROD002,1,1200.0
ITEM00671,ORD0383,PROD011,2,6000.0
ITEM00672,ORD0384,PROD001,7,5000.0
ITEM00673,ORD0384,PROD014,8,300.0
ITEM00674,ORD0385,PROD012,7,990.34
ITEM00675,ORD0385,PROD004,4,450.0
ITEM00676,ORD0385,PROD006,4,8500.0
ITEM00677,ORD0386,PROD012,1,1200.0
ITEM00678,ORD0386,PROD009,1,3500.0
ITEM00679,ORD0387,PROD004,3,450.0
ITEM00680,ORD0387,PROD005,3,1500.0
ITEM00681,ORD0388,PROD012,5,1200.0
ITEM00682,ORD0389,PROD005,3,1500.0
ITEM00683,ORD0389,PROD009,1,3500.0
ITEM00684,ORD0389,PROD015,1,4000.0
ITEM00685,ORD0389,PROD002,1,1200.0
ITEM00686,ORD0390,PROD013,6,600.0
ITEM00687,ORD0391,PROD015,1,4000.0
ITEM00688,ORD0392,PROD004,8,450.0
ITEM00689,ORD0392,PROD008,20,2200.0
ITEM00690,ORD0393,PROD004,2,450.0
ITEM00691,ORD0393,PROD010,1,2500.0
ITEM00692,ORD0394,PROD002,8,1200.0
ITEM00693,ORD0394,PROD012,6,1200.0
ITEM00694,ORD0394,PROD008,6,2200.0
ITEM00695,ORD0395,PROD005,4,1500.0
ITEM00696,ORD0395,PROD013,3,600.0
ITEM00697,ORD0395,PROD007,5,120.0
ITEM00698,ORD0395,PROD010,7,2500.0
ITEM00699,ORD0396,PROD004,7,450.0
ITEM00700,ORD0396,PROD006,4,8500.0
ITEM00701,ORD0396,PROD005,2,1500.0
ITEM00702,ORD0397,PROD008,6,2200.0
ITEM00703,ORD0397,PROD001,3,5000.0
ITEM00704,ORD0397,PROD006,8,8500.0
ITEM00705,ORD0398,PROD015,8,4000.0
ITEM00706,ORD0399,PROD009,1,3500.0
ITEM00707,ORD0399,PROD014,1,300.0
ITEM00708,ORD0400,PROD009,4,3500.0
ITEM00709,ORD0401,PROD002,2,1200.0
ITEM00710,ORD0401,PROD011,1,6000.0
ITEM00711,ORD0402,PROD003,1,800.0
ITEM00712,ORD0403,PROD014,10,300.0
ITEM00713,ORD0403,PROD003,20,800.0
ITEM00714,ORD0404,PROD013,2,600.0
ITEM00715,ORD0404,PROD012,2,1200.0
ITEM00716,ORD0405,PROD005,14,1500.0
ITEM00717,ORD0405,PROD006,16,8500.0
ITEM00718,ORD0405,PROD003,15,800.0
ITEM00719,ORD0406,PROD007,2,106.56
ITEM00720,ORD0407,PROD007,4,120.0
ITEM00721,ORD0408,PROD008,2,1849.91
ITEM00722,ORD0409,PROD012,13,1200.0
ITEM00723,ORD0410,PROD006,5,8500.0
ITEM00724,ORD0411,PROD009,3,3500.0
ITEM00725,ORD0412,PROD009,5,3500.0
ITEM00726,ORD0413,PROD004,1,450.0
ITEM00727,ORD0414,PROD012,3,1200.0
ITEM00728,ORD0415,PROD001,3,5000.0
ITEM00729,ORD0415,PROD013,3,600.0
ITEM00730,ORD0415,PROD011,2,6000.0
ITEM00731,ORD0415,PROD007,3,120.0
ITEM00732,ORD0416,PROD011,2,6000.0
ITEM00733,ORD0417,PROD015,4,4000.0
ITEM00734,ORD0418,PROD012,7,1200.0
ITEM00735,ORD0419,PROD007,1,120.0
ITEM00736,ORD0419,PROD014,3,300.0
ITEM00737,ORD0420,PROD002,2,1200.0
ITEM00738,ORD0421,PROD013,2,600.0
ITEM00739,ORD0421,PROD011,2,6000.0
ITEM00740,ORD0422,PROD013,7,600.0
ITEM00741,ORD0423,PROD012,16,1200.0
ITEM00742,ORD0423,PROD006,19,8500.0
ITEM00743,ORD0424,PROD006,2,8500.0
ITEM00744,ORD0425,PROD004,7,450.0
ITEM00745,ORD0426,PROD010,3,2500.0
ITEM00746,ORD0427,PROD011,18,6000.0
ITEM00747,ORD0428,PROD013,1,600.0
ITEM00748,ORD0428,PROD001,3,5000.0
ITEM00749,ORD0428,PROD009,3,3500.0
ITEM00750,ORD0429,PROD009,2,3500.0
ITEM00751,ORD0430,PROD010,2,2500.0
ITEM00752,ORD0431,PROD010,6,2500.0
ITEM00753,ORD0431,PROD002,6,1200.0
ITEM00754,ORD0432,PROD014,3,300.0
ITEM00755,ORD0432,PROD002,3,1200.0
ITEM00756,ORD0433,PROD002,8,1200.0
ITEM00757,ORD0434,PROD008,9,2200.0
ITEM00758,ORD0434,PROD015,7,4000.0
ITEM00759,ORD0434,PROD012,15,1200.0
ITEM00760,ORD0435,PROD012,2,1200.0
ITEM00761,ORD0435,PROD014,2,300.0
ITEM00762,ORD0436,PROD014,17,223.51
ITEM00763,ORD0437,PROD005,1,1500.0
ITEM00764,ORD0438,PROD009,11,3500.0
ITEM00765,ORD0438,PROD008,16,2200.0
ITEM00766,ORD0439,PROD010,1,2500.0
ITEM00767,ORD0439,PROD003,1,800.0
ITEM00768,ORD0440,PROD009,6,3500.0
ITEM00769,ORD0441,PROD003,3,800.0
ITEM00770,ORD0442,PROD014,2,300.0
ITEM00771,ORD0443,PROD004,1,450.0
ITEM00772,ORD0443,PROD005,2,1500.0
ITEM00773,ORD0444,PROD013,9,600.0
ITEM00774,ORD0444,PROD006,19,8500.0
ITEM00775,ORD0444,PROD001,17,4367.53
ITEM00776,ORD0445,PROD004,2,450.0
ITEM00777,ORD0445,PROD007,1,120.0
ITEM00778,ORD0445,PROD001,2,5000.0
ITEM00779,ORD0446,PROD003,3,800.0
ITEM00780,ORD0447,PROD002,8,1200.0
ITEM00781,ORD0447,PROD003,5,800.0
ITEM00782,ORD0448,PROD006,2,8500.0
ITEM00783,ORD0449,PROD013,2,600.0
ITEM00784,ORD0449,PROD009,2,2716.02
ITEM00785,ORD0449,PROD006,2,8500.0
ITEM00786,ORD0449,PROD008,1,2200.0
ITEM00787,ORD0450,PROD014,14,300.0
ITEM00788,ORD0450,PROD002,7,1200.0
ITEM00789,ORD0450,PROD007,17,120.0
ITEM00790,ORD0451,PROD005,7,1500.0
ITEM00791,ORD0452,PROD003,1,800.0
ITEM00792,ORD0453,PROD009,1,3500.0
ITEM00793,ORD0454,PROD001,2,5000.0
ITEM00794,ORD0455,PROD012,3,1200.0
ITEM00795,ORD0456,PROD014,2,300.0
ITEM00796,ORD0456,PROD003,3,800.0
ITEM00797,ORD0457,PROD013,1,600.0
ITEM00798,ORD0457,PROD011,1,6000.0
ITEM00799,ORD0458,PROD004,2,450.0
ITEM00800,ORD0459,PROD014,2,300.0
ITEM00801,ORD0460,PROD001,15,3970.5
ITEM00802,ORD0461,PROD003,6,800.0
ITEM00803,ORD0461,PROD007,10,120.0
ITEM00804,ORD0462,PROD015,1,4000.0
ITEM00805,ORD0463,PROD002,3,1200.0
ITEM00806,ORD0463,PROD008,3,2200.0
ITEM00807,ORD0463,PROD014,1,300.0
ITEM00808,ORD0463,PROD007,2,120.0
ITEM00809,ORD0464,PROD006,3,8500.0
ITEM00810,ORD0465,PROD011,20,6000.0
ITEM00811,ORD0465,PROD012,11,1200.0
ITEM00812,ORD0465,PROD002,9,1200.0
ITEM00813,ORD0465,PROD008,9,2200.0
ITEM00814,ORD0466,PROD002,3,1200.0
ITEM00815,ORD0467,PROD002,4,1200.0
ITEM00816,ORD0467,PROD004,7,450.0
ITEM00817,ORD0467,PROD014,7,300.0
ITEM00818,ORD0468,PROD009,13,3500.0
ITEM00819,ORD0468,PROD015,9,4000.0
ITEM00820,ORD0469,PROD003,3,800.0
ITEM00821,ORD0470,PROD012,3,1200.0
ITEM00822,ORD0470,PROD013,1,600.0
ITEM00823,ORD0470,PROD007,1,120.0
ITEM00824,ORD0471,PROD013,3,600.0
ITEM00825,ORD0472,PROD010,2,2500.0
ITEM00826,ORD0473,PROD011,17,6000.0
ITEM00827,ORD0474,PROD010,2,2500.0
ITEM00828,ORD0475,PROD005,7,1500.0
ITEM00829,ORD0476,PROD006,2,8500.0
ITEM00830,ORD0476,PROD003,2,800.0
ITEM00831,ORD0476,PROD005,2,1500.0
ITEM00832,ORD0477,PROD006,3,8500.0
ITEM00833,ORD0477,PROD013,2,600.0
ITEM00834,ORD0478,PROD009,3,3500.0
ITEM00835,ORD0479,PROD014,7,300.0
ITEM00836,ORD0479,PROD002,8,1200.0
ITEM00837,ORD0479,PROD015,5,4000.0
ITEM00838,ORD0479,PROD009,2,3500.0
ITEM00839,ORD0480,PROD003,3,800.0
ITEM00840,ORD0480,PROD007,3,120.0
ITEM00841,ORD0480,PROD009,3,3500.0
ITEM00842,ORD0480,PROD004,4,450.0
ITEM00843,ORD0481,PROD010,3,2500.0
ITEM00844,ORD0481,PROD014,3,300.0
ITEM00845,ORD0482,PROD009,10,3500.0
ITEM00846,ORD0483,PROD003,12,800.0
ITEM00847,ORD0484,PROD003,3,800.0
ITEM00848,ORD0484,PROD009,1,3500.0
ITEM00849,ORD0485,PROD007,2,120.0
ITEM00850,ORD0485,PROD005,2,1500.0
ITEM00851,ORD0485,PROD015,3,4000.0
ITEM00852,ORD0485,PROD009,1,3500.0
ITEM00853,ORD0486,PROD011,3,6000.0
ITEM00854,ORD0486,PROD005,6,1500.0
ITEM00855,ORD0487,PROD013,5,600.0
ITEM00856,ORD0488,PROD003,8,800.0
ITEM00857,ORD0489,PROD004,3,450.0
ITEM00858,ORD0489,PROD007,3,120.0
ITEM00859,ORD0489,PROD013,2,600.0
ITEM00860,ORD0489,PROD003,2,800.0
ITEM00861,ORD0490,PROD012,7,1200.0
ITEM00862,ORD0491,PROD004,1,450.0
ITEM00863,ORD0491,PROD008,2,1591.61
ITEM00864,ORD0492,PROD002,8,1200.0
ITEM00865,ORD0493,PROD011,19,6000.0
ITEM00866,ORD0494,PROD012,6,1200.0
ITEM00867,ORD0495,PROD013,7,600.0
ITEM00868,ORD0496,PROD001,2,5000.0
ITEM00869,ORD0497,PROD011,2,6000.0
ITEM00870,ORD0498,PROD012,3,1200.0
ITEM00871,ORD0499,PROD005,1,1500.0
ITEM00872,ORD0500,PROD012,3,1200.0
ITEM00873,ORD0501,PROD004,5,450.0
ITEM00874,ORD0501,PROD014,5,300.0
ITEM00875,ORD0501,PROD011,7,6000.0
ITEM00876,ORD0502,PROD014,7,300.0
ITEM00877,ORD0502,PROD012,4,1200.0
ITEM00878,ORD0503,PROD011,8,6000.0
ITEM00879,ORD0504,PROD001,2,5000.0
ITEM00880,ORD0505,PROD010,2,2500.0
ITEM00881,ORD0506,PROD005,1,1500.0
ITEM00882,ORD0507,PROD008,3,2200.0
ITEM00883,ORD0507,PROD009,3,3500.0
ITEM00884,ORD0507,PROD010,3,2500.0
ITEM00885,ORD0508,PROD010,3,2500.0
ITEM00886,ORD0508,PROD014,3,300.0
ITEM00887,ORD0509,PROD004,3,450.0
ITEM00888,ORD0509,PROD006,2,8500.0
ITEM00889,ORD0509,PROD010,3,2500.0
ITEM00890,ORD0509,PROD011,2,6000.0
ITEM00891,ORD0510,PROD008,6,2200.0
ITEM00892,ORD0511,PROD007,3,120.0
ITEM00893,ORD0512,PROD015,2,4000.0
ITEM00894,ORD0513,PROD011,4,6000.0
ITEM00895,ORD0514,PROD013,5,600.0
ITEM00896,ORD0514,PROD001,4,5000.0
ITEM00897,ORD0514,PROD012,7,1200.0
ITEM00898,ORD0515,PROD004,4,450.0
ITEM00899,ORD0515,PROD005,7,1500.0
ITEM00900,ORD0515,PROD008,8,2200.0
ITEM00901,ORD0515,PROD001,6,5000.0
ITEM00902,ORD0516,PROD006,2,8500.0
ITEM00903,ORD0516,PROD012,1,1200.0
ITEM00904,ORD0517,PROD006,3,8500.0
ITEM00905,ORD0517,PROD015,1,4000.0
ITEM00906,ORD0517,PROD010,2,2500.0
ITEM00907,ORD0518,PROD011,2,6000.0
ITEM00908,ORD0518,PROD007,3,120.0
ITEM00909,ORD0519,PROD005,3,1500.0
ITEM00910,ORD0520,PROD008,16,2200.0
ITEM00911,ORD0521,PROD006,14,8500.0
ITEM00912,ORD0521,PROD001,14,5000.0
ITEM00913,ORD0521,PROD002,10,1200.0
ITEM00914,ORD0521,PROD004,7,450.0
ITEM00915,ORD0522,PROD010,3,2500.0
ITEM00916,ORD0523,PROD012,15,1200.0
ITEM00917,ORD0524,PROD015,5,4000.0
ITEM00918,ORD0525,PROD014,7,300.0
ITEM00919,ORD0525,PROD013,12,600.0
ITEM00920,ORD0525,PROD005,6,1500.0
ITEM00921,ORD0525,PROD010,9,2500.0
ITEM00922,ORD0526,PROD008,1,2200.0
ITEM00923,ORD0527,PROD004,1,450.0
ITEM00924,ORD0527,PROD015,2,4000.0
ITEM00925,ORD0527,PROD008,1,2200.0
ITEM00926,ORD0527,PROD011,2,6000.0
ITEM00927,ORD0528,PROD009,6,3500.0
ITEM00928,ORD0529,PROD009,17,3500.0
ITEM00929,ORD0530,PROD007,7,120.0
ITEM00930,ORD0530,PROD012,4,1200.0
ITEM00931,ORD0530,PROD005,4,1500.0
ITEM00932,ORD0531,PROD015,1,4000.0
ITEM00933,ORD0532,PROD012,1,1200.0
ITEM00934,ORD0533,PROD012,6,1200.0
ITEM00935,ORD0533,PROD004,2,450.0
ITEM00936,ORD0533,PROD013,8,600.0
ITEM00937,ORD0534,PROD009,1,3500.0
ITEM00938,ORD0534,PROD006,3,8500.0
ITEM00939,ORD0535,PROD012,3,1200.0
ITEM00940,ORD0536,PROD004,6,450.0
ITEM00941,ORD0536,PROD008,19,2200.0
ITEM00942,ORD0536,PROD005,18,1500.0
ITEM00943,ORD0537,PROD001,6,5000.0
ITEM00944,ORD0537,PROD009,20,3500.0
ITEM00945,ORD0537,PROD008,9,2200.0
ITEM00946,ORD0537,PROD014,16,300.0
ITEM00947,ORD0538,PROD010,7,2048.87
ITEM00948,ORD0538,PROD005,5,1500.0
ITEM00949,ORD0539,PROD007,2,120.0
ITEM00950,ORD0539,PROD004,3,450.0
ITEM00951,ORD0539,PROD011,2,6000.0
ITEM00952,ORD0540,PROD009,1,3500.0
ITEM00953,ORD0540,PROD007,3,120.0
ITEM00954,ORD0541,PROD010,2,2500.0
ITEM00955,ORD0541,PROD001,1,5000.0
ITEM00956,ORD0541,PROD012,3,1200.0
ITEM00957,ORD0542,PROD004,3,450.0
ITEM00958,ORD0543,PROD003,3,708.61
ITEM00959,ORD0543,PROD014,7,300.0
ITEM00960,ORD0544,PROD007,3,120.0
ITEM00961,ORD0545,PROD013,5,600.0
ITEM00962,ORD0545,PROD007,3,120.0
ITEM00963,ORD0546,PROD005,4,1500.0
ITEM00964,ORD0547,PROD005,2,1500.0
ITEM00965,ORD0548,PROD004,3,450.0
ITEM00966,ORD0549,PROD002,2,1200.0
ITEM00967,ORD0549,PROD006,3,8500.0
ITEM00968,ORD0550,PROD001,16,5000.0
ITEM00969,ORD0550,PROD009,5,3500.0
ITEM00970,ORD0550,PROD015,5,3107.8
ITEM00971,ORD0551,PROD015,6,4000.0
ITEM00972,ORD0552,PROD003,6,800.0
ITEM00973,ORD0552,PROD004,6,450.0
ITEM00974,ORD0552,PROD011,4,6000.0
ITEM00975,ORD0553,PROD003,2,800.0
ITEM00976,ORD0553,PROD010,2,2500.0
ITEM00977,ORD0554,PROD003,19,566.2
ITEM00978,ORD0554,PROD009,8,3500.0
ITEM00979,ORD0554,PROD015,14,4000.0
ITEM00980,ORD0555,PROD011,3,6000.0
ITEM00981,ORD0556,PROD002,5,1200.0
ITEM00982,ORD0557,PROD010,4,2500.0
ITEM00983,ORD0558,PROD009,19,3500.0
ITEM00984,ORD0558,PROD014,7,300.0
ITEM00985,ORD0558,PROD007,16,120.0
ITEM00986,ORD0559,PROD008,6,2200.0
ITEM00987,ORD0559,PROD004,20,450.0
ITEM00988,ORD0559,PROD013,8,600.0
ITEM00989,ORD0559,PROD007,7,120.0
ITEM00990,ORD0560,PROD009,3,3500.0
ITEM00991,ORD0561,PROD007,3,120.0
ITEM00992,ORD0561,PROD013,2,600.0
ITEM00993,ORD0562,PROD004,2,450.0
ITEM00994,ORD0563,PROD007,5,120.0
ITEM00995,ORD0564,PROD002,4,1200.0
ITEM00996,ORD0565,PROD005,2,1500.0
ITEM00997,ORD0565,PROD008,3,2200.0
ITEM00998,ORD0566,PROD004,3,450.0
ITEM00999,ORD0566,PROD002,3,1200.0
ITEM01000,ORD0566,PROD005,3,1500.0
ITEM01001,ORD0567,PROD001,1,5000.0
ITEM01002,ORD0568,PROD006,6,8500.0
ITEM01003,ORD0569,PROD007,6,120.0
ITEM01004,ORD0569,PROD012,3,1200.0
ITEM01005,ORD0570,PROD001,1,5000.0
ITEM01006,ORD0570,PROD004,1,450.0
ITEM01007,ORD0571,PROD002,1,1200.0
ITEM01008,ORD0571,PROD012,3,1200.0
ITEM01009,ORD0572,PROD015,17,4000.0
ITEM01010,ORD0573,PROD015,2,4000.0
ITEM01011,ORD0573,PROD005,7,1500.0
ITEM01012,ORD0574,PROD003,2,800.0
ITEM01013,ORD0574,PROD007,2,120.0
ITEM01014,ORD0574,PROD004,1,450.0
ITEM01015,ORD0575,PROD005,14,1500.0
ITEM01016,ORD0575,PROD007,13,120.0
ITEM01017,ORD0576,PROD014,2,300.0
ITEM01018,ORD0577,PROD004,5,450.0
ITEM01019,ORD0577,PROD014,2,300.0
ITEM01020,ORD0577,PROD013,5,600.0
ITEM01021,ORD0578,PROD003,7,800.0
ITEM01022,ORD0578,PROD011,7,6000.0
ITEM01023,ORD0579,PROD013,2,600.0
ITEM01024,ORD0580,PROD003,13,800.0
ITEM01025,ORD0580,PROD012,17,1200.0
ITEM01026,ORD0581,PROD014,13,300.0
ITEM01027,ORD0582,PROD014,3,300.0
ITEM01028,ORD0583,PROD008,1,2200.0
ITEM01029,ORD0583,PROD004,1,450.0
ITEM01030,ORD0584,PROD004,1,450.0
ITEM01031,ORD0585,PROD013,7,600.0
ITEM01032,ORD0586,PROD010,16,2500.0
ITEM01033,ORD0587,PROD010,6,2500.0
ITEM01034,ORD0588,PROD004,3,450.0
ITEM01035,ORD0588,PROD013,2,600.0
ITEM01036,ORD0589,PROD006,1,8500.0
ITEM01037,ORD0589,PROD014,1,300.0
ITEM01038,ORD0589,PROD005,1,1500.0
ITEM01039,ORD0590,PROD005,3,1500.0
ITEM01040,ORD0591,PROD004,2,450.0
ITEM01041,ORD0592,PROD014,19,300.0
ITEM01042,ORD0593,PROD009,14,3500.0
ITEM01043,ORD0594,PROD006,6,8500.0
ITEM01044,ORD0595,PROD009,3,2954.34
ITEM01045,ORD0596,PROD006,1,8500.0
ITEM01046,ORD0596,PROD015,1,4000.0
ITEM01047,ORD0597,PROD001,6,5000.0
ITEM01048,ORD0598,PROD002,3,1200.0
ITEM01049,ORD0598,PROD014,2,300.0
ITEM01050,ORD0599,PROD011,2,6000.0
ITEM01051,ORD0600,PROD005,3,1500.0
ITEM01052,ORD0600,PROD011,3,6000.0
ITEM01053,ORD0601,PROD005,4,1500.0
ITEM01054,ORD0602,PROD008,2,2200.0
ITEM01055,ORD0602,PROD003,2,800.0
ITEM01056,ORD0603,PROD012,1,1200.0
ITEM01057,ORD0604,PROD005,3,1500.0
ITEM01058,ORD0605,PROD013,4,600.0
ITEM01059,ORD0606,PROD012,6,1200.0
ITEM01060,ORD0607,PROD003,1,800.0
ITEM01061,ORD0607,PROD014,2,300.0
ITEM01062,ORD0607,PROD011,2,6000.0
ITEM01063,ORD0607,PROD006,2,8500.0
ITEM01064,ORD0608,PROD006,2,8500.0
ITEM01065,ORD0609,PROD009,1,3500.0
ITEM01066,ORD0610,PROD010,16,2500.0
ITEM01067,ORD0610,PROD004,18,450.0
ITEM01068,ORD0611,PROD007,9,120.0
ITEM01069,ORD0612,PROD008,8,2200.0
ITEM01070,ORD0612,PROD005,8,1500.0
ITEM01071,ORD0613,PROD004,4,450.0
ITEM01072,ORD0614,PROD007,6,120.0
ITEM01073,ORD0615,PROD001,2,5000.0
ITEM01074,ORD0615,PROD012,1,1200.0
ITEM01075,ORD0615,PROD004,3,450.0
ITEM01076,ORD0616,PROD011,3,6000.0
ITEM01077,ORD0616,PROD007,1,120.0
ITEM01078,ORD0617,PROD004,8,450.0
ITEM01079,ORD0618,PROD008,6,2200.0
ITEM01080,ORD0618,PROD006,6,8500.0
ITEM01081,ORD0619,PROD001,1,5000.0
ITEM01082,ORD0619,PROD011,1,5304.21
ITEM01083,ORD0620,PROD006,4,8500.0
ITEM01084,ORD0620,PROD014,4,300.0
ITEM01085,ORD0620,PROD002,3,1200.0
ITEM01086,ORD0621,PROD002,4,1200.0
ITEM01087,ORD0622,PROD015,2,4000.0
ITEM01088,ORD0623,PROD005,2,1500.0
ITEM01089,ORD0623,PROD015,3,4000.0
ITEM01090,ORD0624,PROD007,1,120.0
ITEM01091,ORD0625,PROD003,6,800.0
ITEM01092,ORD0625,PROD009,7,3500.0
ITEM01093,ORD0626,PROD015,1,4000.0
ITEM01094,ORD0626,PROD004,1,450.0
ITEM01095,ORD0627,PROD001,9,5000.0
ITEM01096,ORD0628,PROD008,10,2200.0
ITEM01097,ORD0629,PROD014,2,300.0
ITEM01098,ORD0629,PROD006,1,8500.0
ITEM01099,ORD0630,PROD008,7,2200.0
ITEM01100,ORD0631,PROD002,1,1200.0
ITEM01101,ORD0631,PROD006,2,8500.0
ITEM01102,ORD0631,PROD015,1,4000.0
ITEM01103,ORD0632,PROD011,4,6000.0
ITEM01104,ORD0632,PROD004,8,450.0
ITEM01105,ORD0632,PROD015,2,4000.0
ITEM01106,ORD0633,PROD008,18,2200.0
ITEM01107,ORD0633,PROD001,16,5000.0
ITEM01108,ORD0633,PROD010,11,2500.0
ITEM01109,ORD0633,PROD013,5,600.0
ITEM01110,ORD0634,PROD001,7,5000.0
ITEM01111,ORD0634,PROD011,5,6000.0
ITEM01112,ORD0634,PROD004,4,450.0
ITEM01113,ORD0635,PROD013,2,600.0
ITEM01114,ORD0635,PROD011,2,6000.0
ITEM01115,ORD0636,PROD015,6,3258.92
ITEM01116,ORD0637,PROD004,20,450.0
ITEM01117,ORD0638,PROD011,4,6000.0
ITEM01118,ORD0639,PROD013,6,600.0
ITEM01119,ORD0640,PROD007,4,120.0
ITEM01120,ORD0640,PROD012,4,1200.0
ITEM01121,ORD0641,PROD008,4,2200.0
ITEM01122,ORD0641,PROD005,5,1500.0
ITEM01123,ORD0642,PROD011,2,6000.0
ITEM01124,ORD0643,PROD001,1,5000.0
ITEM01125,ORD0643,PROD013,1,600.0
ITEM01126,ORD0643,PROD003,1,800.0
ITEM01127,ORD0644,PROD002,8,1200.0
ITEM01128,ORD0645,PROD012,2,1200.0
ITEM01129,ORD0645,PROD013,3,600.0
ITEM01130,ORD0646,PROD014,7,300.0
ITEM01131,ORD0646,PROD008,8,2200.0
ITEM01132,ORD0647,PROD001,1,5000.0
