order_id,customer_id,sales_rep_id,region_id,order_date,shipping_date,order_status,sales_channel,delay_days
ORD0326,CUST083,REP03,REG02,2024-12-18,2024-12-20,Completed,Partner,2
ORD0327,CUST061,REP07,REG04,2024-12-18,2025-01-01,Returned,Online,14
ORD0328,CUST059,REP06,REG03,2024-12-19,2024-12-20,Returned,Direct,1
ORD0329,CUST100,REP03,REG02,2024-12-19,2024-12-24,Completed,Direct,5
ORD0330,CUST050,REP04,REG02,2024-12-19,2024-12-22,Completed,Partner,3
ORD0331,CUST013,REP07,REG04,2024-12-19,2024-12-26,Returned,Online,7
ORD0332,CUST083,REP07,REG04,2024-12-19,2024-12-24,Completed,Online,5
ORD0333,CUST053,REP07,REG04,2024-12-19,2024-12-26,Cancelled,Online,7
ORD0334,CUST052,REP02,REG01,2024-12-20,2024-12-22,Completed,Direct,2
ORD0335,CUST063,REP07,REG04,2024-12-20,2024-12-21,Completed,Partner,1
ORD0336,CUST076,REP05,REG03,2024-12-20,2024-12-21,Completed,Online,1
ORD0337,CUST093,REP06,REG03,2024-12-20,2024-12-22,Completed,Online,2
ORD0338,CUST050,REP01,REG01,2024-12-20,2024-12-21,Cancelled,Online,1
ORD0339,CUST055,REP03,REG02,2024-12-21,2024-12-23,Completed,Online,2
ORD0340,CUST097,REP08,REG04,2024-12-21,2024-12-22,Completed,Online,1
ORD0341,CUST055,REP02,REG01,2024-12-21,2024-12-22,Completed,Online,1
ORD0342,CUST100,REP04,REG02,2024-12-23,2024-12-28,Completed,Direct,5
ORD0343,CUST025,REP04,REG02,2024-12-23,2024-12-25,Completed,Direct,2
ORD0344,CUST062,REP04,REG02,2024-12-23,2024-12-24,Completed,Direct,1
ORD0345,CUST099,REP02,REG01,2024-12-24,2024-12-26,Completed,Direct,2
ORD0346,CUST094,REP05,REG03,2024-12-24,2024-12-26,Completed,Online,2
ORD0347,CUST052,REP07,REG04,2024-12-24,2024-12-26,Completed,Direct,2
ORD0348,CUST026,REP05,REG03,2024-12-24,2024-12-25,Completed,Online,1
ORD0349,CUST097,REP02,REG01,2024-12-24,2024-12-26,Completed,Direct,2
ORD0350,CUST070,REP07,REG04,2024-12-25,2025-01-01,Cancelled,Online,7
ORD0351,CUST022,REP03,REG02,2024-12-25,2024-12-27,Completed,Direct,2
ORD0352,CUST082,REP06,REG03,2024-12-26,2024-12-31,Completed,Direct,5
ORD0353,CUST070,REP08,REG04,2024-12-26,2024-12-31,Completed,Online,5
ORD0354,CUST032,REP02,REG01,2024-12-26,2024-12-28,Completed,Direct,2
ORD0355,CUST094,REP03,REG02,2024-12-26,2024-12-27,Completed,Online,1
ORD0356,CUST003,REP06,REG03,2024-12-26,2024-12-27,Completed,Online,1
ORD0357,CUST090,REP07,REG04,2024-12-26,2025-01-09,Returned,Online,14
ORD0358,CUST026,REP06,REG03,2024-12-26,2024-12-29,Cancelled,Online,3
ORD0359,CUST080,REP04,REG02,2024-12-26,2024-12-28,Completed,Online,2
ORD0360,CUST022,REP07,REG04,2024-12-27,2025-01-05,Returned,Online,9
ORD0361,CUST018,REP05,REG03,2024-12-28,2024-12-29,Completed,Direct,1
ORD0362,CUST086,REP05,REG03,2024-12-28,2024-12-29,Completed,Partner,1
ORD0363,CUST047,REP07,REG04,2024-12-28,2025-01-08,Completed,Partner,11
ORD0364,CUST066,REP06,REG03,2024-12-28,2024-12-29,Completed,Online,1
ORD0365,CUST016,REP07,REG04,2024-12-29,2024-12-30,Returned,Online,1
ORD0366,CUST053,REP05,REG03,2024-12-30,2025-01-01,Completed,Online,2
ORD0367,CUST085,REP02,REG01,2024-12-30,2025-01-03,Completed,Online,4
ORD0368,CUST062,REP07,REG04,2024-12-30,2025-01-03,Completed,Partner,4
ORD0369,CUST079,REP05,REG03,2024-12-30,2025-01-02,Completed,Direct,3
ORD0370,CUST089,REP01,REG01,2024-12-30,2024-12-31,Completed,Online,1
ORD0371,CUST004,REP03,REG02,2024-12-31,2025-01-07,Cancelled,Partner,7
ORD0372,CUST048,REP05,REG03,2024-12-31,2025-01-01,Completed,Direct,1
ORD0373,CUST089,REP03,REG02,2024-12-31,2025-01-01,Completed,Direct,1
ORD0374,CUST001,REP02,REG01,2025-01-02,2025-01-04,Completed,Direct,2
ORD0375,CUST097,REP08,REG04,2025-01-02,2025-01-13,Returned,Direct,11
ORD0376,CUST058,REP08,REG04,2025-01-02,2025-01-04,Completed,Direct,2
ORD0377,CUST035,REP06,REG03,2025-01-05,2025-01-09,Completed,Direct,4
ORD0378,CUST079,REP03,REG02,2025-01-06,2025-01-08,Completed,Direct,2
ORD0379,CUST014,REP04,REG02,2025-01-07,2025-01-09,Completed,Partner,2
ORD0380,CUST019,REP04,REG02,2025-01-07,2025-01-10,Completed,Direct,3
ORD0381,CUST063,REP06,REG03,2025-01-08,2025-01-10,Completed,Online,2
ORD0382,CUST039,REP04,REG02,2025-01-08,2025-01-11,Completed,Online,3
ORD0383,CUST083,REP05,REG03,2025-01-09,2025-01-10,Completed,Online,1
ORD0384,CUST033,REP01,REG01,2025-01-09,2025-01-11,Completed,Online,2
ORD0385,CUST001,REP02,REG01,2025-01-10,2025-01-11,Returned,Partner,1
ORD0386,CUST093,REP07,REG04,2025-01-10,2025-01-24,Completed,Direct,14
ORD0387,CUST034,REP02,REG01,2025-01-11,2025-01-14,Completed,Direct,3
ORD0388,CUST095,REP05,REG03,2025-01-11,2025-01-13,Completed,Online,2
ORD0389,CUST051,REP03,REG02,2025-01-12,2025-01-17,Returned,Direct,5
ORD0390,CUST073,REP03,REG02,2025-01-13,2025-01-15,Completed,Online,2
ORD0391,CUST062,REP02,REG01,2025-01-18,2025-01-19,Completed,Online,1
ORD0392,CUST027,REP02,REG01,2025-01-19,2025-01-21,Completed,Online,2
ORD0393,CUST098,REP03,REG02,2025-01-19,2025-01-21,Completed,Direct,2
ORD0394,CUST037,REP06,REG03,2025-01-20,2025-01-23,Completed,Direct,3
ORD0395,CUST012,REP05,REG03,2025-01-24,2025-01-27,Completed,Online,3
ORD0396,CUST037,REP05,REG03,2025-01-27,2025-01-28,Completed,Online,1
ORD0397,CUST005,REP08,REG04,2025-01-28,2025-02-01,Completed,Online,4
ORD0398,CUST012,REP05,REG03,2025-01-29,2025-01-30,Completed,Direct,1
ORD0399,CUST068,REP01,REG01,2025-01-30,2025-01-31,Returned,Direct,1
ORD0400,CUST075,REP01,REG01,2025-01-30,2025-02-03,Completed,Direct,4
ORD0401,CUST016,REP06,REG03,2025-01-31,2025-02-02,Completed,Online,2
ORD0402,CUST076,REP01,REG01,2025-01-31,2025-02-01,Returned,Partner,1
ORD0403,CUST061,REP08,REG04,2025-02-01,2025-02-02,Completed,Direct,1
ORD0404,CUST051,REP04,REG02,2025-02-01,2025-02-03,Completed,Online,2
ORD0405,CUST040,REP08,REG04,2025-02-01,2025-02-10,Completed,Online,9
ORD0406,CUST077,REP07,REG04,2025-02-02,2025-02-13,Cancelled,Direct,11
ORD0407,CUST069,REP01,REG01,2025-02-03,2025-02-04,Completed,Partner,1
ORD0408,CUST009,REP04,REG02,2025-02-03,2025-02-04,Completed,Partner,1
ORD0409,CUST086,REP01,REG01,2025-02-04,2025-02-06,Returned,Online,2
ORD0410,CUST095,REP02,REG01,2025-02-04,2025-02-05,Completed,Direct,1
ORD0411,CUST022,REP01,REG01,2025-02-05,2025-02-07,Completed,Direct,2
ORD0412,CUST046,REP07,REG04,2025-02-05,2025-02-06,Completed,Direct,1
ORD0413,CUST080,REP04,REG02,2025-02-05,2025-02-07,Completed,Direct,2
ORD0414,CUST077,REP06,REG03,2025-02-06,2025-02-08,Completed,Direct,2
ORD0415,CUST020,REP08,REG04,2025-02-07,2025-02-11,Completed,Direct,4
ORD0416,CUST054,REP01,REG01,2025-02-07,2025-02-12,Completed,Direct,5
ORD0417,CUST043,REP07,REG04,2025-02-08,2025-02-09,Cancelled,Direct,1
ORD0418,CUST087,REP07,REG04,2025-02-10,2025-02-15,Completed,Online,5
ORD0419,CUST009,REP03,REG02,2025-02-11,2025-02-12,Cancelled,Partner,1
ORD0420,CUST089,REP07,REG04,2025-02-12,2025-02-19,Cancelled,Partner,7
ORD0421,CUST016,REP02,REG01,2025-02-12,2025-02-15,Completed,Direct,3
ORD0422,CUST063,REP02,REG01,2025-02-12,2025-02-13,Returned,Direct,1
ORD0423,CUST066,REP07,REG04,2025-02-12,2025-02-17,Completed,Online,5
ORD0424,CUST028,REP06,REG03,2025-02-14,2025-02-15,Completed,Direct,1
ORD0425,CUST094,REP04,REG02,2025-02-14,2025-02-15,Completed,Online,1
ORD0426,CUST060,REP05,REG03,2025-02-14,2025-02-16,Returned,Direct,2
ORD0427,CUST065,REP01,REG01,2025-02-16,2025-02-18,Completed,Online,2
ORD0428,CUST028,REP06,REG03,2025-02-17,2025-02-18,Completed,Direct,1
ORD0429,CUST068,REP05,REG03,2025-02-17,2025-02-24,Cancelled,Online,7
ORD0430,CUST042,REP02,REG01,2025-02-18,2025-02-22,Completed,Direct,4
ORD0431,CUST032,REP01,REG01,2025-02-18,2025-02-20,Cancelled,Online,2
ORD0432,CUST080,REP03,REG02,2025-02-21,2025-02-23,Completed,Direct,2
ORD0433,CUST052,REP01,REG01,2025-02-22,2025-02-24,Completed,Partner,2
ORD0434,CUST082,REP04,REG02,2025-02-23,2025-02-24,Completed,Online,1
ORD0435,CUST041,REP01,REG01,2025-02-25,2025-02-27,Completed,Direct,2
ORD0436,CUST063,REP04,REG02,2025-02-25,2025-02-28,Returned,Online,3
ORD0437,CUST023,REP06,REG03,2025-02-25,2025-02-28,Returned,Online,3
ORD0438,CUST065,REP06,REG03,2025-02-26,2025-02-28,Completed,Online,2
ORD0439,CUST022,REP06,REG03,2025-02-26,2025-02-28,Completed,Partner,2
ORD0440,CUST025,REP08,REG04,2025-02-26,2025-03-09,Returned,Online,11
ORD0441,CUST080,REP06,REG03,2025-02-26,2025-03-01,Completed,Partner,3
ORD0442,CUST004,REP05,REG03,2025-02-27,2025-03-01,Returned,Partner,2
ORD0443,CUST054,REP01,REG01,2025-02-28,2025-03-01,Cancelled,Partner,1
ORD0444,CUST035,REP02,REG01,2025-02-28,2025-03-02,Completed,Direct,2
ORD0445,CUST017,REP06,REG03,2025-02-28,2025-03-03,Completed,Partner,3
ORD0446,CUST044,REP06,REG03,2025-03-01,2025-03-03,Completed,Direct,2
ORD0447,CUST005,REP02,REG01,2025-03-02,2025-03-07,Completed,Direct,5
ORD0448,CUST058,REP07,REG04,2025-03-03,2025-03-12,Returned,Direct,9
ORD0449,CUST016,REP04,REG02,2025-03-05,2025-03-06,Completed,Online,1
ORD0450,CUST026,REP05,REG03,2025-03-05,2025-03-06,Returned,Direct,1
ORD0451,CUST010,REP02,REG01,2025-03-06,2025-03-10,Cancelled,Direct,4
ORD0452,CUST090,REP01,REG01,2025-03-07,2025-03-08,Returned,Direct,1
ORD0453,CUST030,REP02,REG01,2025-03-08,2025-03-12,Completed,Online,4
ORD0454,CUST043,REP05,REG03,2025-03-10,2025-03-12,Completed,Direct,2
ORD0455,CUST057,REP08,REG04,2025-03-10,2025-03-19,Returned,Direct,9
ORD0456,CUST006,REP08,REG04,2025-03-10,2025-03-24,Returned,Direct,14
ORD0457,CUST059,REP02,REG01,2025-03-11,2025-03-12,Returned,Online,1
ORD0458,CUST058,REP07,REG04,2025-03-11,2025-03-14,Completed,Direct,3
ORD0459,CUST048,REP08,REG04,2025-03-11,2025-03-18,Completed,Online,7
ORD0460,CUST071,REP06,REG03,2025-03-12,2025-03-14,Completed,Partner,2
ORD0461,CUST071,REP07,REG04,2025-03-13,2025-03-24,Returned,Partner,11
ORD0462,CUST017,REP04,REG02,2025-03-13,2025-03-14,Completed,Direct,1
ORD0463,CUST064,REP03,REG02,2025-03-13,2025-03-18,Cancelled,Direct,5
ORD0464,CUST062,REP04,REG02,2025-03-14,2025-03-15,Completed,Direct,1
ORD0465,CUST047,REP03,REG02,2025-03-14,2025-03-17,Completed,Direct,3
ORD0466,CUST059,REP02,REG01,2025-03-16,2025-03-18,Completed,Online,2
ORD0467,CUST096,REP01,REG01,2025-03-16,2025-03-17,Completed,Online,1
ORD0468,CUST027,REP02,REG01,2025-03-16,2025-03-20,Completed,Online,4
ORD0469,CUST090,REP07,REG04,2025-03-17,2025-03-18,Completed,Online,1
ORD0470,CUST088,REP05,REG03,2025-03-17,2025-03-18,Completed,Online,1
ORD0471,CUST005,REP06,REG03,2025-03-18,2025-03-22,Returned,Online,4
ORD0472,CUST051,REP01,REG01,2025-03-19,2025-03-23,Completed,Direct,4
ORD0473,CUST045,REP02,REG01,2025-03-19,2025-03-21,Cancelled,Direct,2
ORD0474,CUST060,REP06,REG03,2025-03-20,2025-03-22,Completed,Online,2
ORD0475,CUST096,REP07,REG04,2025-03-20,2025-03-25,Completed,Partner,5
ORD0476,CUST098,REP03,REG02,2025-03-20,2025-03-24,Completed,Online,4
ORD0477,CUST030,REP01,REG01,2025-03-21,2025-03-23,Completed,Partner,2
ORD0478,CUST038,REP06,REG03,2025-03-21,2025-03-23,Completed,Direct,2
ORD0479,CUST033,REP02,REG01,2025-03-22,2025-03-23,Completed,Direct,1
ORD0480,CUST052,REP08,REG04,2025-03-22,2025-03-25,Completed,Direct,3
ORD0481,CUST058,REP02,REG01,2025-03-23,2025-03-26,Completed,Direct,3
ORD0482,CUST045,REP04,REG02,2025-03-23,2025-03-25,Completed,Online,2
ORD0483,CUST015,REP01,REG01,2025-03-23,2025-03-24,Completed,Online,1
ORD0484,CUST083,REP01,REG01,2025-03-23,2025-03-28,Completed,Partner,5
ORD0485,CUST058,REP05,REG03,2025-03-25,2025-03-26,Completed,Partner,1
ORD0486,CUST073,REP05,REG03,2025-03-25,2025-04-01,Cancelled,Online,7
ORD0487,CUST039,REP06,REG03,2025-03-25,2025-03-26,Completed,Direct,1
ORD0488,CUST038,REP05,REG03,2025-03-26,2025-03-30,Completed,Direct,4
ORD0489,CUST076,REP05,REG03,2025-03-26,2025-03-29,Returned,Online,3
ORD0490,CUST013,REP07,REG04,2025-03-26,2025-04-09,Completed,Online,14
ORD0491,CUST008,REP07,REG04,2025-03-26,2025-04-04,Completed,Online,9
ORD0492,CUST091,REP04,REG02,2025-03-26,2025-03-28,Completed,Partner,2
ORD0493,CUST087,REP03,REG02,2025-03-27,2025-03-28,Completed,Direct,1
ORD0494,CUST100,REP05,REG03,2025-03-28,2025-03-30,Completed,Online,2
ORD0495,CUST032,REP06,REG03,2025-03-29,2025-03-31,Completed,Direct,2
ORD0496,CUST080,REP06,REG03,2025-03-29,2025-03-31,Completed,Direct,2
ORD0497,CUST030,REP02,REG01,2025-03-29,2025-03-31,Completed,Online,2
ORD0498,CUST023,REP05,REG03,2025-03-30,2025-04-01,Completed,Direct,2
ORD0499,CUST098,REP08,REG04,2025-03-31,2025-04-04,Completed,Direct,4
ORD0500,CUST009,REP03,REG02,2025-04-01,2025-04-04,Completed,Direct,3
ORD0501,CUST018,REP03,REG02,2025-04-01,2025-04-02,Completed,Online,1
ORD0502,CUST073,REP07,REG04,2025-04-02,2025-04-03,Completed,Online,1
ORD0503,CUST001,REP04,REG02,2025-04-02,2025-04-04,Completed,Partner,2
ORD0504,CUST033,REP01,REG01,2025-04-03,2025-04-05,Completed,Direct,2
ORD0505,CUST080,REP02,REG01,2025-04-03,2025-04-04,Completed,Direct,1
ORD0506,CUST076,REP05,REG03,2025-04-03,2025-04-07,Completed,Online,4
ORD0507,CUST070,REP03,REG02,2025-04-04,2025-04-09,Completed,Direct,5
ORD0508,CUST041,REP07,REG04,2025-04-05,2025-04-14,Returned,Online,9
ORD0509,CUST098,REP03,REG02,2025-04-05,2025-04-09,Completed,Online,4
ORD0510,CUST005,REP05,REG03,2025-04-05,2025-04-06,Completed,Online,1
ORD0511,CUST020,REP01,REG01,2025-04-06,2025-04-08,Completed,Online,2
ORD0512,CUST031,REP08,REG04,2025-04-07,2025-04-11,Completed,Online,4
ORD0513,CUST038,REP02,REG01,2025-04-07,2025-04-09,Completed,Online,2
ORD0514,CUST012,REP02,REG01,2025-04-07,2025-04-09,Completed,Direct,2
ORD0515,CUST096,REP04,REG02,2025-04-08,2025-04-10,Completed,Partner,2
ORD0516,CUST070,REP03,REG02,2025-04-08,2025-04-10,Completed,Partner,2
ORD0517,CUST092,REP04,REG02,2025-04-08,2025-04-10,Completed,Direct,2
ORD0518,CUST017,REP08,REG04,2025-04-08,2025-04-17,Cancelled,Online,9
ORD0519,CUST050,REP04,REG02,2025-04-08,2025-04-11,Completed,Direct,3
ORD0520,CUST065,REP01,REG01,2025-04-08,2025-04-11,Completed,Partner,3
ORD0521,CUST021,REP02,REG01,2025-04-09,2025-04-11,Completed,Direct,2
ORD0522,CUST064,REP06,REG03,2025-04-09,2025-04-12,Completed,Partner,3
ORD0523,CUST036,REP06,REG03,2025-04-09,2025-04-11,Completed,Direct,2
ORD0524,CUST091,REP07,REG04,2025-04-10,2025-04-19,Completed,Online,9
ORD0525,CUST036,REP01,REG01,2025-04-10,2025-04-12,Returned,Direct,2
ORD0526,CUST058,REP08,REG04,2025-04-10,2025-04-21,Cancelled,Online,11
ORD0527,CUST070,REP03,REG02,2025-04-11,2025-04-12,Completed,Direct,1
ORD0528,CUST001,REP05,REG03,2025-04-11,2025-04-14,Completed,Online,3
ORD0529,CUST063,REP04,REG02,2025-04-12,2025-04-14,Completed,Online,2
ORD0530,CUST033,REP07,REG04,2025-04-12,2025-04-19,Completed,Online,7
ORD0531,CUST024,REP01,REG01,2025-04-12,2025-04-14,Completed,Online,2
ORD0532,CUST070,REP03,REG02,2025-04-12,2025-04-13,Completed,Direct,1
ORD0533,CUST069,REP04,REG02,2025-04-14,2025-04-16,Completed,Online,2
ORD0534,CUST070,REP08,REG04,2025-04-14,2025-04-19,Completed,Online,5
ORD0535,CUST060,REP01,REG01,2025-04-15,2025-04-18,Completed,Direct,3
ORD0536,CUST087,REP05,REG03,2025-04-16,2025-04-21,Completed,Direct,5
ORD0537,CUST045,REP06,REG03,2025-04-16,2025-04-19,Completed,Partner,3
ORD0538,CUST053,REP08,REG04,2025-04-16,2025-04-25,Completed,Online,9
ORD0539,CUST089,REP06,REG03,2025-04-17,2025-04-19,Completed,Partner,2
ORD0540,CUST024,REP02,REG01,2025-04-17,2025-04-20,Completed,Online,3
ORD0541,CUST088,REP07,REG04,2025-04-18,2025-04-29,Completed,Direct,11
ORD0542,CUST011,REP04,REG02,2025-04-19,2025-04-21,Completed,Online,2
ORD0543,CUST084,REP02,REG01,2025-04-20,2025-04-22,Completed,Online,2
ORD0544,CUST009,REP08,REG04,2025-04-20,2025-04-27,Cancelled,Online,7
ORD0545,CUST025,REP03,REG02,2025-04-21,2025-04-23,Completed,Online,2
ORD0546,CUST069,REP06,REG03,2025-04-21,2025-04-23,Completed,Online,2
ORD0547,CUST055,REP04,REG02,2025-04-22,2025-04-23,Completed,Partner,1
ORD0548,CUST095,REP07,REG04,2025-04-23,2025-05-04,Returned,Direct,11
ORD0549,CUST088,REP04,REG02,2025-04-24,2025-04-28,Completed,Online,4
ORD0550,CUST036,REP03,REG02,2025-04-25,2025-04-27,Completed,Online,2
ORD0551,CUST100,REP02,REG01,2025-04-25,2025-04-27,Completed,Online,2
ORD0552,CUST099,REP07,REG04,2025-04-25,2025-05-04,Returned,Direct,9
ORD0553,CUST009,REP01,REG01,2025-04-26,2025-04-29,Completed,Online,3
ORD0554,CUST047,REP03,REG02,2025-04-26,2025-04-29,Completed,Direct,3
ORD0555,CUST003,REP04,REG02,2025-04-27,2025-04-29,Completed,Direct,2
ORD0556,CUST100,REP04,REG02,2025-04-29,2025-05-02,Completed,Direct,3
ORD0557,CUST005,REP05,REG03,2025-04-29,2025-05-04,Completed,Partner,5
ORD0558,CUST021,REP06,REG03,2025-04-30,2025-05-02,Completed,Direct,2
ORD0559,CUST065,REP08,REG04,2025-04-30,2025-05-07,Returned,Online,7
ORD0560,CUST028,REP04,REG02,2025-04-30,2025-05-05,Completed,Partner,5
ORD0561,CUST062,REP02,REG01,2025-05-01,2025-05-02,Completed,Direct,1
ORD0562,CUST067,REP05,REG03,2025-05-01,2025-05-02,Completed,Online,1
ORD0563,CUST043,REP06,REG03,2025-05-02,2025-05-04,Completed,Online,2
ORD0564,CUST025,REP06,REG03,2025-05-02,2025-05-03,Completed,Online,1
ORD0565,CUST041,REP07,REG04,2025-05-02,2025-05-06,Completed,Partner,4
ORD0566,CUST088,REP05,REG03,2025-05-03,2025-05-06,Cancelled,Online,3
ORD0567,CUST056,REP01,REG01,2025-05-03,2025-05-05,Returned,Online,2
ORD0568,CUST063,REP04,REG02,2025-05-05,2025-05-06,Completed,Direct,1
ORD0569,CUST039,REP05,REG03,2025-05-06,2025-05-09,Completed,Direct,3
ORD0570,CUST050,REP08,REG04,2025-05-07,2025-05-12,Completed,Partner,5
ORD0571,CUST077,REP02,REG01,2025-05-08,2025-05-09,Completed,Online,1
ORD0572,CUST071,REP04,REG02,2025-05-10,2025-05-13,Completed,Partner,3
ORD0573,CUST007,REP07,REG04,2025-05-11,2025-05-16,Completed,Online,5
ORD0574,CUST016,REP06,REG03,2025-05-11,2025-05-13,Completed,Direct,2
ORD0575,CUST071,REP04,REG02,2025-05-12,2025-05-14,Completed,Direct,2
ORD0576,CUST020,REP01,REG01,2025-05-12,2025-05-14,Completed,Online,2
ORD0577,CUST007,REP01,REG01,2025-05-12,2025-05-13,Completed,Direct,1
ORD0578,CUST039,REP05,REG03,2025-05-13,2025-05-15,Completed,Online,2
ORD0579,CUST077,REP01,REG01,2025-05-13,2025-05-16,Completed,Direct,3
ORD0580,CUST035,REP05,REG03,2025-05-14,2025-05-19,Returned,Direct,5
ORD0581,CUST015,REP06,REG03,2025-05-14,2025-05-15,Completed,Online,1
ORD0582,CUST073,REP01,REG01,2025-05-16,2025-05-18,Returned,Online,2
ORD0583,CUST090,REP06,REG03,2025-05-17,2025-05-18,Completed,Partner,1
ORD0584,CUST028,REP05,REG03,2025-05-18,2025-05-19,Completed,Online,1
ORD0585,CUST007,REP08,REG04,2025-05-18,2025-05-19,Completed,Direct,1
ORD0586,CUST065,REP08,REG04,2025-05-18,2025-05-20,Completed,Direct,2
ORD0587,CUST063,REP02,REG01,2025-05-19,2025-05-21,Completed,Online,2
ORD0588,CUST053,REP03,REG02,2025-05-20,2025-05-21,Returned,Partner,1
ORD0589,CUST041,REP06,REG03,2025-05-20,2025-05-21,Completed,Online,1
ORD0590,CUST055,REP06,REG03,2025-05-21,2025-05-23,Completed,Partner,2
ORD0591,CUST019,REP05,REG03,2025-05-21,2025-05-24,Completed,Direct,3
ORD0592,CUST040,REP03,REG02,2025-05-22,2025-05-23,Returned,Direct,1
ORD0593,CUST086,REP02,REG01,2025-05-22,2025-05-24,Completed,Online,2
ORD0594,CUST087,REP04,REG02,2025-05-22,2025-05-24,Returned,Direct,2
ORD0595,CUST041,REP03,REG02,2025-05-23,2025-05-27,Completed,Partner,4
ORD0596,CUST074,REP03,REG02,2025-05-23,2025-05-24,Completed,Direct,1
ORD0597,CUST036,REP04,REG02,2025-05-23,2025-05-24,Completed,Online,1
ORD0598,CUST091,REP03,REG02,2025-05-23,2025-05-26,Completed,Partner,3
ORD0599,CUST057,REP04,REG02,2025-05-25,2025-05-27,Completed,Direct,2
ORD0600,CUST067,REP06,REG03,2025-05-25,2025-05-27,Completed,Partner,2
ORD0601,CUST096,REP02,REG01,2025-05-26,2025-05-29,Completed,Online,3
ORD0602,CUST058,REP03,REG02,2025-05-27,2025-05-30,Completed,Direct,3
ORD0603,CUST041,REP05,REG03,2025-05-27,2025-05-31,Completed,Online,4
ORD0604,CUST001,REP08,REG04,2025-05-27,2025-05-29,Completed,Online,2
ORD0605,CUST038,REP02,REG01,2025-05-28,2025-05-30,Completed,Direct,2
ORD0606,CUST075,REP02,REG01,2025-05-29,2025-05-31,Completed,Partner,2
ORD0607,CUST080,REP08,REG04,2025-05-30,2025-05-31,Completed,Direct,1
ORD0608,CUST080,REP01,REG01,2025-05-30,2025-05-31,Completed,Direct,1
ORD0609,CUST044,REP03,REG02,2025-05-31,2025-06-02,Completed,Partner,2
ORD0610,CUST061,REP01,REG01,2025-05-31,2025-06-02,Completed,Partner,2
ORD0611,CUST036,REP08,REG04,2025-06-03,2025-06-05,Completed,Direct,2
ORD0612,CUST095,REP03,REG02,2025-06-03,2025-06-05,Completed,Direct,2
ORD0613,CUST007,REP08,REG04,2025-06-03,2025-06-05,Completed,Direct,2
ORD0614,CUST095,REP04,REG02,2025-06-03,2025-06-05,Completed,Online,2
ORD0615,CUST088,REP03,REG02,2025-06-03,2025-06-05,Completed,Online,2
ORD0616,CUST092,REP02,REG01,2025-06-04,2025-06-07,Completed,Direct,3
ORD0617,CUST053,REP07,REG04,2025-06-04,2025-06-09,Completed,Partner,5
ORD0618,CUST069,REP08,REG04,2025-06-04,2025-06-15,Cancelled,Direct,11
ORD0619,CUST044,REP02,REG01,2025-06-06,2025-06-10,Completed,Online,4
ORD0620,CUST099,REP05,REG03,2025-06-08,2025-06-11,Completed,Online,3
ORD0621,CUST012,REP01,REG01,2025-06-08,2025-06-09,Completed,Online,1
ORD0622,CUST019,REP06,REG03,2025-06-09,2025-06-10,Completed,Direct,1
ORD0623,CUST038,REP07,REG04,2025-06-10,2025-06-13,Completed,Partner,3
ORD0624,CUST078,REP08,REG04,2025-06-10,2025-06-14,Completed,Online,4
ORD0625,CUST073,REP06,REG03,2025-06-11,2025-06-13,Completed,Online,2
ORD0626,CUST097,REP04,REG02,2025-06-11,2025-06-13,Completed,Partner,2
ORD0627,CUST021,REP06,REG03,2025-06-11,2025-06-12,Cancelled,Direct,1
ORD0628,CUST082,REP02,REG01,2025-06-11,2025-06-12,Completed,Partner,1
ORD0629,CUST083,REP04,REG02,2025-06-13,2025-06-20,Returned,Direct,7
ORD0630,CUST005,REP05,REG03,2025-06-13,2025-06-15,Completed,Partner,2
ORD0631,CUST092,REP08,REG04,2025-06-14,2025-06-16,Completed,Partner,2
ORD0632,CUST003,REP04,REG02,2025-06-14,2025-06-19,Completed,Direct,5
ORD0633,CUST066,REP02,REG01,2025-06-15,2025-06-17,Completed,Direct,2
ORD0634,CUST007,REP01,REG01,2025-06-17,2025-06-20,Completed,Partner,3
ORD0635,CUST048,REP06,REG03,2025-06-17,2025-06-19,Cancelled,Direct,2
ORD0636,CUST037,REP07,REG04,2025-06-17,2025-06-24,Returned,Direct,7
ORD0637,CUST086,REP06,REG03,2025-06-18,2025-06-21,Completed,Partner,3
ORD0638,CUST069,REP05,REG03,2025-06-18,2025-06-21,Completed,Online,3
ORD0639,CUST002,REP08,REG04,2025-06-18,2025-06-22,Completed,Online,4
ORD0640,CUST032,REP04,REG02,2025-06-19,2025-06-21,Completed,Partner,2
ORD0641,CUST037,REP01,REG01,2025-06-19,2025-06-21,Completed,Direct,2
ORD0642,CUST028,REP06,REG03,2025-06-21,2025-06-25,Completed,Online,4
ORD0643,CUST093,REP05,REG03,2025-06-22,2025-06-25,Completed,Partner,3
ORD0644,CUST037,REP04,REG02,2025-06-22,2025-06-23,Completed,Direct,1
ORD0645,CUST019,REP06,REG03,2025-06-23,2025-06-28,Completed,Direct,5
ORD0646,CUST099,REP08,REG04,2025-06-23,2025-06-27,Completed,Partner,4
ORD0647,CUST079,REP06,REG03,2025-06-23,2025-06-30,Cancelled,Partner,7
ORD0648,CUST079,REP05,REG03,2025-06-23,2025-06-25,Completed,Direct,2
ORD0649,CUST073,REP01,REG01,2025-06-23,2025-06-25,Completed,Partner,2
ORD0650,CUST085,REP02,REG01,2025-06-24,2025-06-26,Completed,Direct,2
ORD0651,CUST046,REP07,REG04,2025-06-24,2025-06-26,Completed,Direct,2
